id:ID|name:STRING|label:STRING
20913|浙江瑞新|生产商
20914|上海禾丰|生产商
20915|阿法迪三|生产商
20916|恒瑞医药|生产商
20917|金柯制药|生产商
20918|广州白云山中一|生产商
20919|迎春|生产商
20920|晨牌药业|生产商
20921|江苏康缘|生产商
20922|天津万嘉|生产商
20923|唐山利康制药|生产商
20924|江苏精华制药|生产商
20925|湖北绿金子|生产商
20926|四川制药制剂|生产商
20927|大峻药业|生产商
20928|上海信谊|生产商
20929|天津金耀|生产商
20930|益民堂制药|生产商
20931||生产商
20932|孔圣堂制药|生产商
20933|宏济堂制药|生产商
20934|欣欣|生产商
20935|上海上药新亚药业|生产商
20936|辰欣药业|生产商
20937|内蒙古库伦|生产商
20938|齐都药业|生产商
20939|南峰药业|生产商
20940|仁和闪亮|生产商
20941|露达舒|生产商
20942|太平|生产商
20943|圣特药业|生产商
20944|北京御本堂|生产商
20945|利民制药|生产商
20946|维敏制药|生产商
20947|广东万方|生产商
20948|北京东升|生产商
20949|洛阳顺势|生产商
20950|奇星药业|生产商
20951|山西云鹏制药|生产商
20952|劳克|生产商
20953|辽宁东方人|生产商
20954|天天明制药|生产商
20955|泰邦|生产商
20956|马应龙|生产商
20957|方盛制药|生产商
20958|湖北欧立|生产商
20959|龙泰制药|生产商
20960|格拉丹东药业|生产商
20961|海南制药一厂|生产商
20962|云南铭鼎|生产商
20963|中化联合制药|生产商
20964|广州粤华|生产商
20965|悦康药业|生产商
20966|三精|生产商
20967|河南九势制药|生产商
20968|同达莫星|生产商
20969|赛治|生产商
20970|合心爽|生产商
20971|特苏尼|生产商
20972|仁和堂|生产商
20973|大连水产|生产商
20974|浙江万晟|生产商
20975|云鹏|生产商
20976|东新药业|生产商
20977|欧意|生产商
20978|海王|生产商
20979|苏州中化|生产商
20980|九发|生产商
20981|潍坊制药|生产商
20982|德昌祥|生产商
20983|北京中新制药|生产商
20984|普正|生产商
20985|石药欧意|生产商
20986|福抗药业|生产商
20987|广西禅方药业|生产商
20988|吉林吉春|生产商
20989|北京同仁堂|生产商
20990|克林澳|生产商
20991|万通金牛|生产商
20992|济南三九益民|生产商
20993|安康正大|生产商
20994|浙江瑞新|生产商
20995|俞氏|生产商
20996|复达欣|生产商
20997|云南白药|生产商
20998|百益制药|生产商
20999|赛乐林|生产商
21000|上海雷允上药业|生产商
21001|郑州卓峰|生产商
21002||生产商
21003|黄河药业|生产商
21004|赛兰|生产商
21005|江苏聚荣|生产商
21006|湖南亚大|生产商
21007|威光|生产商
21008|江西仁丰|生产商
21009|长春普华|生产商
21010|广东华润顺峰|生产商
21011|扬子江药业|生产商
21012|立华制药|生产商
21013|葵花药业|生产商
21014|五景药业|生产商
21015|安徽新陇海|生产商
21016|山东健康药业|生产商
21017|广西万通|生产商
21018|海南通用同盟|生产商
21019|天甲元|生产商
21020|中化联合制药|生产商
21021|上海全宇|生产商
21022|普美拉泰|生产商
21023|大峻药业|生产商
21024|辉南辉发|生产商
21025|世一堂|生产商
21026|白云山医药|生产商
21027|上海长城药业|生产商
21028|北京万生药业|生产商
21029|山西仁源堂|生产商
21030|山西万辉|生产商
21031|上海新亚|生产商
21032|美图制药|生产商
21033|山西华康|生产商
21034|黑龙江参鸽|生产商
21035|芙露饮|生产商
21036|昊邦|生产商
21037|杭州华威药业|生产商
21038|首和金海|生产商
21039|江苏吴中苏州制药|生产商
21040|北京御生堂|生产商
21041|方盛制药|生产商
21042|泉州亚泰制药|生产商
21043|维必朗|生产商
21044||生产商
21045|国润制药|生产商
21046|山东齐都|生产商
21047|湖南科伦|生产商
21048||生产商
21049|南京同仁堂|生产商
21050|阜药|生产商
21051|凤凰白云山药业|生产商
21052|誉隆亚东药业|生产商
21053|白云山|生产商
21054|长春海外制药|生产商
21055|广州迈特兴华|生产商
21056|石药欧意|生产商
21057|悦胜芜湖|生产商
21058|正大青春宝|生产商
21059|滨欣|生产商
21060|延边药业|生产商
21061|白天鹅药业|生产商
21062|中新达仁堂|生产商
21063|陕西华龙|生产商
21064|江苏晨牌|生产商
21065|华南药业|生产商
21066|马利兰|生产商
21067|天峰制药|生产商
21068|惠海希康制药|生产商
21069|沈阳澳华制药|生产商
21070|陕西渭南华仁|生产商
21071|长征富民金山|生产商
21072|江苏鹏鹞|生产商
21073|江苏四环生物|生产商
21074|吉林吉春|生产商
21075|武汉中联|生产商
21076|西南二药|生产商
21077|国药一心|生产商
21078|青海帝玛尔|生产商
21079|天津金耀|生产商
21080|海南通用三洋|生产商
21081|江西远东药业|生产商
21082|辰欣|生产商
21083|天医生物制药|生产商
21084|正大青春宝|生产商
21085|容生|生产商
21086|旭东海普|生产商
21087|珠海联邦|生产商
21088|御本堂药业|生产商
21089|湖北诺得胜|生产商
21090|天泰药业|生产商
21091|颗乐|生产商
21092|湖北恒安|生产商
21093|东北|生产商
21094|海真珠|生产商
21095|敖东延吉|生产商
21096|五景|生产商
21097|新命源|生产商
21098|安庆药业|生产商
21099|上海禾丰|生产商
21100|导升明|生产商
21101|沈阳兴齐眼药|生产商
21102|白云山光华|生产商
21103|白云山明兴|生产商
21104|上海普康|生产商
21105|白云山制药总厂|生产商
21106|长春长红|生产商
21107|安替|生产商
21108|恒诚制药|生产商
21109|迪赛生物|生产商
21110|百会药业|生产商
21111|山西德元堂|生产商
21112|安邦制药|生产商
21113|中山恒生|生产商
21114|邛崃天银|生产商
21115|浙江天一堂|生产商
21116|江苏美通|生产商
21117|同济现代医药|生产商
21118|广州白云山和记黄埔中药|生产商
21119|都邦药业|生产商
21120|天方药业|生产商
21121|长春迪瑞|生产商
21122|安徽昌宏|生产商
21123|上海中西三维|生产商
21124|江西药都樟树|生产商
21125|上海上药|生产商
21126|彼迪药业|生产商
21127|山西新星制药|生产商
21128|海南中化联合|生产商
21129|百灵鸟|生产商
21130|武汉华龙|生产商
21131|太原药业|生产商
21132|广西亿康|生产商
21133|重庆迪康长江|生产商
21134|宛西制药|生产商
21135|葵花药业|生产商
21136|广东隆信|生产商
21137|湖北纽兰|生产商
21138|翔宇药业|生产商
21139|圣元|生产商
21140|汝立康|生产商
21141|百派|生产商
21142|绿太阳|生产商
21143|江苏大洋|生产商
21144|北京中新药业|生产商
21145|鹏海制药|生产商
21146|信谊天平|生产商
21147|山东中泰|生产商
21148|广州南新|生产商
21149|大政药业|生产商
21150|华西制药|生产商
21151|海南通用康力|生产商
21152|鹿王制药|生产商
21153|信谊天平|生产商
21154|叶开泰|生产商
21155|大同云岗|生产商
21156|鹏鹞药业|生产商
21157|大同制药|生产商
21158|浙江金华康恩贝|生产商
